id,full description
385.txt,"Philoxenos of Mabbug. “Discourse 12: On Fornication - ܡܐܡܪܐ ܕܬܪܥܣܪ ܕܥܠ ܪܓܬ ܙܢܝܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/385."
386.txt,"Philoxenos of Mabbug. “Discourse 13: On Fornication - ܡܐܡܪܐ ܕܬܠܬܥܣܪ ܕܥܠ ܙܢܝܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/386."
387.txt,"Anonymous. “Martyrdom of Jacob and His Sister Mary, a Covenanter - ܤܵܗܕܘܼܬܼܵܐ ܕܝܥܩܘܒ ܩܲܫܝܼܫܵܐ: ܘܲܕܼܡܲܪܝܲܡ ܚܵܬܹܗܒܲܪܬܼ ܩܝܵܡܵܐ.” Based upon Paul Bedjan ed., Acta martyrum et sanctorum (Parisiis; Lipsiae: Harrasssowitz, 1890). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/387."
388.txt,"Titus of Bostra. “Against the Manichaeans - ܡܐܡܪܐ ܕܛܛܘܣ ܕܠܘܩܒܠ ܡ̈ܢܝܢܝܐ.” Based upon Paul de Lagarde ed., Titi Bostreni contra Manichaeos libri quatuor syriace (Edinburgh: Williams and Norgate, 1859). Digital Syriac Corpus. Last modified November 19, 2018. https://syriaccorpus.org/388."
389.txt,"“Travels of Peter.” Edited by Digital Syriac Corpus. Last modified November 26, 2018. https://syriaccorpus.org/389."
391.txt,"Nestorius. “The Book of Heraclides.” Based upon Digital Syriac Corpus. Last modified February 17, 2019. https://syriaccorpus.org/391."
392.txt,"Isaac of Nineveh. “Discourse 1.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/392."
393.txt,"Isaac of Nineveh. “Discourse 2.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/393."
394.txt,"Isaac of Nineveh. “Discourse 3.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/394."
395.txt,"Isaac of Nineveh. “Discourse 4.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/395."
396.txt,"Isaac of Nineveh. “Discourse 5.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/396."
397.txt,"Isaac of Nineveh. “Discourse 6.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/397."
398.txt,"Isaac of Nineveh. “Discourse 7.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/398."
399.txt,"Isaac of Nineveh. “Discourse 8.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/399."
400.txt,"Isaac of Nineveh. “Discourse 9.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/400."
401.txt,"Isaac of Nineveh. “Discourse 10.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/401."
402.txt,"Isaac of Nineveh. “Discourse 11.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/402."
403.txt,"Isaac of Nineveh. “Discourse 12.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/403."
404.txt,"Isaac of Nineveh. “Discourse 13.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/404."
405.txt,"Isaac of Nineveh. “Discourse 14.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/405."
406.txt,"Isaac of Nineveh. “Discourse 15.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/406."
407.txt,"Isaac of Nineveh. “Discourse 16.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/407."
408.txt,"Isaac of Nineveh. “Discourse 17.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/408."
409.txt,"Isaac of Nineveh. “Discourse 18.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/409."
410.txt,"Isaac of Nineveh. “Discourse 19.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/410."
411.txt,"Isaac of Nineveh. “Discourse 20.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/411."
412.txt,"Isaac of Nineveh. “Discourse 21.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/412."
413.txt,"Isaac of Nineveh. “Discourse 22.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/413."
414.txt,"Isaac of Nineveh. “Discourse 23.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/414."
415.txt,"Isaac of Nineveh. “Discourse 24.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/415."
416.txt,"Isaac of Nineveh. “Discourse 25.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/416."
417.txt,"Isaac of Nineveh. “Discourse 26.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/417."
418.txt,"Isaac of Nineveh. “Discourse 27.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/418."
419.txt,"Isaac of Nineveh. “Discourse 28.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/419."
420.txt,"Isaac of Nineveh. “Discourse 29.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/420."
421.txt,"Isaac of Nineveh. “Discourse 30.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/421."
422.txt,"Isaac of Nineveh. “Discourse 31.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/422."
423.txt,"Isaac of Nineveh. “Discourse 32.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/423."
424.txt,"Isaac of Nineveh. “Discourse 33.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/424."
425.txt,"Isaac of Nineveh. “Discourse 34.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/425."
426.txt,"Isaac of Nineveh. “Discourse 35.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/426."
427.txt,"Isaac of Nineveh. “Discourse 36.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/427."
428.txt,"Isaac of Nineveh. “Discourse 37.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/428."
429.txt,"Isaac of Nineveh. “Discourse 38.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/429."
430.txt,"Isaac of Nineveh. “Discourse 39.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/430."
431.txt,"Isaac of Nineveh. “Discourse 40.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/431."
432.txt,"Isaac of Nineveh. “Discourse 41.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/432."
433.txt,"Isaac of Nineveh. “Discourse 42.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/433."
434.txt,"Isaac of Nineveh. “Discourse 43.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/434."
435.txt,"Isaac of Nineveh. “Discourse 44.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/435."
436.txt,"Isaac of Nineveh. “Discourse 45.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/436."
438.txt,"Isaac of Nineveh. “Discourse 47.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/438."
439.txt,"Isaac of Nineveh. “Discourse 48.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/439."
440.txt,"Isaac of Nineveh. “Discourse 49.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/440."
441.txt,"Isaac of Nineveh. “Discourse 50.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/441."
442.txt,"Isaac of Nineveh. “Discourse 51.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/442."
443.txt,"Isaac of Nineveh. “Discourse 52.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/443."
444.txt,"Isaac of Nineveh. “Discourse 53.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/444."
445.txt,"Isaac of Nineveh. “Discourse 54.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/445."
446.txt,"Isaac of Nineveh. “Discourse 55.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/446."
447.txt,"Isaac of Nineveh. “Discourse 56.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/447."
448.txt,"Isaac of Nineveh. “Discourse 57.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/448."
449.txt,"Isaac of Nineveh. “Discourse 58.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/449."
450.txt,"Isaac of Nineveh. “Discourse 59.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/450."
451.txt,"Isaac of Nineveh. “Discourse 60.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/451."
452.txt,"Isaac of Nineveh. “Discourse 61.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/452."
453.txt,"Isaac of Nineveh. “Discourse 62.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/453."
454.txt,"Isaac of Nineveh. “Discourse 63.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/454."
455.txt,"Isaac of Nineveh. “Discourse 64.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/455."
456.txt,"Isaac of Nineveh. “Discourse 65.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/456."
457.txt,"Isaac of Nineveh. “Discourse 66.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/457."
458.txt,"Isaac of Nineveh. “Discourse 67.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/458."
459.txt,"Isaac of Nineveh. “Discourse 68.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/459."
460.txt,"Isaac of Nineveh. “Discourse 69.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/460."
461.txt,"Isaac of Nineveh. “Discourse 70.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/461."
462.txt,"Isaac of Nineveh. “Discourse 71.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/462."
463.txt,"Isaac of Nineveh. “Discourse 72.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/463."
464.txt,"Isaac of Nineveh. “Discourse 73.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/464."
465.txt,"Isaac of Nineveh. “Discourse 74.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/465."
466.txt,"Isaac of Nineveh. “Discourse 75.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/466."
467.txt,"Isaac of Nineveh. “Discourse 76.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/467."
468.txt,"Isaac of Nineveh. “Discourse 77.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/468."
469.txt,"Isaac of Nineveh. “Discourse 78.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/469."
470.txt,"Isaac of Nineveh. “Discourse 79.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/470."
471.txt,"Isaac of Nineveh. “Discourse 80.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/471."
472.txt,"Isaac of Nineveh. “Discourse 81.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/472."
473.txt,"Isaac of Nineveh. “Discourse 82.” Based upon Digital Syriac Corpus. Last modified March 5, 2019. https://syriaccorpus.org/473."
474.txt,"Moshe bar Kepha. “On the Soul - ܡܐܡܪܐ ܕܥܠ ܢܦܫܐ.” Based upon Vat. sir. 147. Digital Syriac Corpus. Last modified March 10, 2019. https://syriaccorpus.org/474."
475.txt,"“Doctrine of Addai - ܡܠܦܢܘܬܐ ܕܐܕܝ ܫܠܝܚܐ.” Based upon George Phillips ed., The Doctrine of Addai, the apostle (London, 1876). Digital Syriac Corpus. Last modified March 13, 2019. https://syriaccorpus.org/475."
476.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 1 - ܣܦܪܐ ܩܕܡܝܬܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/476."
477.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 2 - ܣܼܦܪܐ ܕܬܪ̈ܝܢ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/477."
478.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 3 - ܣܼܦܪܐ ܕܬܠܬܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/478."
479.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 4 - ܣܦܼܪܐ ܕܐܪܒܥܐܼ ܕܬܫ̈ܝܥܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/479."
480.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 5 - ܣܦܼܪܐ ܕܚܡܫܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/480."
481.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 7 - ܣܦܪܐ ܫܒܥܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/481."
482.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 8 - ܣܦܪܐ ܕܬܡܢܝܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/482."
483.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 9 - ܣܦܪܐ ܕܬܫܥܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/483."
484.txt,"Eusebius of Caesarea. “Ecclesiastical History, Book 10 - ܣܦܪܐ ܕܥܣܪܐ ܕܬܫ̈ܥܝܬܐ ܕܥܕܬܐ.” Based upon William Wright and Norman McLean eds., The ecclesiastical history of Eusebius in Syriac (Cambridge: University Press, 1898). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/484."
485.txt,"Joshua the Stylite. “Chronicle of Ps.-Joshua the Stylite - ܡܟܬܒܢܘܬܐ ܕܬܫܥܝܬܐ ܕܙܒܢܐ ܕܐܘܠܨܢܐ ܕܗܘ̣ܐ ܒܐܘܪܗܝ ܘܒܐܡܕ ܘܒܟܠܗ̇ ܒܝܬ ܢܗܪܝܢ .” Based upon William Wright ed., The Chronicle of Joshua the Stylite, composed in Syriac A.D. 507 (Cambridge: University Press, 1882). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/485."
486.txt,"“History of Karka d-Beth Slok - ܬܫܥܢܬܐ ܕܟܲܪܟܼܵܐ ܕܒܹܝܬܼ ܤܠܘܿܟܼ ܘܲܕܼܤܵܗ̈ܕܹܐ ܕܒܹܗ .” Based upon Paul Bedjan ed., Acta martyrum et sanctorum (Parisiis; Lipsiae: Harrasssowitz, 1890). Digital Syriac Corpus. Last modified May 2, 2019. https://syriaccorpus.org/486."
487.txt,"“Life of Jacob of Serugh - ܬܫܥܝܬܐ ܕܥܠ ܩܕ݊. ܡܪܝ ܝܥܩܘܒ.” Based upon Vat. sir. 37. Digital Syriac Corpus. Last modified May 2, 2019. https://syriaccorpus.org/487."
488.txt,"“Letter of Mara bar Serapion - ܐܓܪܬܐ ܕܡܪܐ ܒܪ ܣܪܦܝܘܢ .” Based upon William Cureton ed., Spicilegium syriacum: containing remains of Bardesan, Meliton, Ambrose and Mara Bar Serapion. Now first edited, with an English translation and notes (London: F. and J. Rivington, 1855). Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/488."
489.txt,"“Martyrdom of Miles and his Companions - ܤܗܕܘܬܐ ܕܡܝܠܣ ܐܲܦܸܤܦܘܿܦܵܐ ܕܫܘܿܫܲܢ: ܘܕܼܵܐܒܿܘܼܪܤܵܡ ܩܲܫܝܼܫܵܐ: ܘܲܕܼܤܝܼܢܲܝ ܡܫܲܡܫܵܢܵܐ. ܒܫܘܼܪܵܝܹܗ ܕܲܪܕܼܘܼܦܝܲܢ .” Based upon Paul Bedjan ed., Acta martyrum et sanctorum (Parisiis; Lipsiae: Harrasssowitz, 1890). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/489."
490.txt,"“Life of Rabbula - ܢܨ̈ܚܢܘܗܝ ܕܡܪܝ ܪܒܘܠܐ ܐܦܣܩܦܐ ܕܐܘܪܗܝ ܡܕܝܢܬܐ ܒܪܝܟܬܐ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/490."
491.txt,"Rabbula of Edessa. “Canons of Rabbula - ܩܢ̈ܘܢܐ ܕܡܪܝ ܪܒܘܠܐ ܐܦܝܣܩܘܦܐ ܕܐܘܪܗܝ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/491."
492.txt,"Rabbula of Edessa. “Advice to Solitaries - ܙܘܗܪ̈ܐ ܡܛܠ ܕܝܪ̈ܝܐܼ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/492."
493.txt,"Rabbula of Edessa. “Precepts and Advice to Priests and Sons of the Covenant - ܦܘܩ̈ܕܢܐ ܘܙܘܗܪ̈ܐ ܕܠܘܬ ܟܗ̈ܢܐ ܘܒ̈ܢܝ ܩܿܝܡܐ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/493."
494.txt,"Rabbula of Edessa. “Letter from Rabbula to Andrew of Samosata - ܐܓܪܬܐ ܕܡܪ ܪܒܘܠܐ ܐܦܣܩܘܦܐ ܕܐܘܪܗܝ ܠܘܬ ܐܢܕܪܐܘܣ ܕܫܡܝܫܛ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/494."
495.txt,"Rabbula of Edessa. “Letter from Andrew of Samosata to Rabbula - ܕܐܢܕܪܐܘܣ ܠܘܬ ܡܪܝ ܪܒܘܠܐ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/495."
496.txt,"Rabbula of Edessa. “Part of a Letter from Rabbula to Cyril - ܡܢܬܐ ܕܐܓܪܬܐ ܕܛܘܒܢܐ ܪܒܘܠܐ ܕܐܬܟܬܒܬ ܠܘܬ ܛܘܒܢܐ ܩܘܪܠܘܣ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/496."
497.txt,"Rabbula of Edessa. “Letter from Cyril to Rabbula - ܐܓܪܬܐ ܕܛܘܒܢܐ ܩܘܪܝܠܘܣ ܕܠܘܬ ܡܪܝ ܪܒܘܠܐ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/497."
498.txt,"Rabbula of Edessa. “From the Letter of Rabbula to Gamalinus - ܡܢ ܐܓܪܬܐ ܕܠܘܬ ܓܡܠܝܢܐ ܐܦܣܩܘܦܐ ܕܦܐܪܝܢ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/498."
499.txt,"Rabbula of Edessa. “Homily of Rabbula delivered in Constantinople - ܬܘܪܓܡܐ ܕܡܠܠ ܡܪܝ ܪܒܘܠܐ ܐܦܣܩܘܦܐ ܕܐܘܪܗܝ ܒܥܕܬܐ ܕܩܘܣܛܢܛܝܢܦܘܠܝܣ ܩܕܡ ܥܡܐ ܟܠܗ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/499."
500.txt,"Rabbula of Edessa. “Supplications in the First Tone - ܬܘܒ ܟܿܬܒܝܢܢ ܬܟܫ̈ܦܬܐ ܕܟܠ ܓܢܣ ܒܬܡܢܐ ܐܟ̈ܕܝܐ ܡܢ ܩܕܡܝܐ ܠܬܡܝܢܝܐ .” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/500."
501.txt,"Joseph Hazzaya. “On Prayer - ܥܲܠ ܬܹܐܘܿܪܝܼܵܐ ܪܘܼܚܵܢܵܝܼܬܵܐ .” Based upon Alphonse Mingana ed., Woodbrooke Studies VII: Early Christian Mystics (Cambridge: Heffer and Sons, 1934). Digital Syriac Corpus. Last modified November 7, 2018. https://syriaccorpus.org/501."
502.txt,"Anton of Tagrit. “On Divine Providence - ܡܐܡܪ̈ܐ ܕܥܠ ܒܛܝܠܘܼܬܐ ܣܿܥܪܬ ܛܒ̈ܬܐ ܕܐܠܗܐ.” Based upon B.L. Add. 14,726. Digital Syriac Corpus. Last modified November 29, 2019. https://syriaccorpus.org/502."
503.txt,"Balai of Balsh. “On the Dedication of the Church as Qenneshrin - ܥܠ ܚܘܕܬܐ ܕܥܕܬܐ ܕܐܬܼܒܢܝܬ ܚܕܬܝܬ ܒܩܢܫܪܝܢ ܡܕܝܢܬܐ.” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/503."
504.txt,"Balai of Balsh. “On Bishop Acacius - ܥܠ ܡܪܝ ܐܩܩ ܛܘܒܢܐ ܐܦܣܩܘܦܐܚܕܬܝܬ ܒܩܢܫܪܝܢ ܡܕܝܢܬܐ.” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/504."
505.txt,"“Cause of all Causes: Introduction.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/505."
